gvkey,tic,cik,conm
039409,INAQ,0001862463,INSIGHT ACQUISITION CORP
039409,INAQW,0001862463,INSIGHT ACQUISITION CORP
039410,DTRTU,0001865537,DTRT HEALTH ACQUISITION CORP
039410,DTRT,0001865537,DTRT HEALTH ACQUISITION CORP
039410,DTRTW,0001865537,DTRT HEALTH ACQUISITION CORP
039411,RNXT,0001574094,RENOVORX INC
039412,OXACU,0001861622,JET.AI INC
039412,JTAI,0001861622,JET.AI INC
039412,JTAIW,0001861622,JET.AI INC
039412,JTAIZ,0001861622,JET.AI INC
039413,XAGH.,,ISHARES US AGGRE BND INX ETF
039414,XAGG.U.,,ISHARES US AGGRE INDEX ETF
039414,XAGG.,,ISHARES US AGGRE INDEX ETF
039415,XSHG.,,ISHARES ESG ADV 1-5 CAN ETF
039416,XCBG.,,ISHARES ESG CORP BOND IX ETF
039417,SRZN,0001824893,SURROZEN INC
039417,SRZNW,0001824893,SURROZEN INC
039418,RKLYQ,0001852117,ROCKLEY PHOTONICS HLDING LTD
039418,RKLWQ,0001852117,ROCKLEY PHOTONICS HLDING LTD
039424,TDWRF,,TIDEWATER RENEWABLES LTD
039424,LCFS.,,TIDEWATER RENEWABLES LTD
039425,TGVCU,0001865191,TG VENTURE ACQUIS CORP -REDH
039425,TGVC,0001865191,TG VENTURE ACQUIS CORP -REDH
039425,TGVCW,0001865191,TG VENTURE ACQUIS CORP -REDH
039426,DATS,0001648960,DATCHAT INC
039426,DATSW,0001648960,DATCHAT INC
039427,MNTS,0001781162,MOMENTUS INC
039427,MNTSW,0001781162,MOMENTUS INC
039431,NFYS.U,0001850502,ENPHYS ACQUISITIN CORP -REDH
039431,NFYS.WS,0001850502,ENPHYS ACQUISITIN CORP -REDH
039431,NFYS,0001850502,ENPHYS ACQUISITIN CORP -REDH
039432,DMYS.U,0001858327,DMY TECHN GROUP INC VI -REDH
039432,DMYS,0001858327,DMY TECHN GROUP INC VI -REDH
039432,DMYS.WS,0001858327,DMY TECHN GROUP INC VI -REDH
039433,CNDA.U,0001851959,CONCORD ACQUIS CORP II -REDH
039433,CNDA,0001851959,CONCORD ACQUIS CORP II -REDH
039433,CNDA.WS,0001851959,CONCORD ACQUIS CORP II -REDH
039434,GFAI,0001804469,GUARDFORCE AI CO LTD
039434,GFAIW,0001804469,GUARDFORCE AI CO LTD
039435,MCOM,0001788841,MICROMOBILITY.COM INC
039435,MCOMW,0001788841,MICROMOBILITY.COM INC
039436,ULY,0001603652,URGENT.LY INC
039436,OTMOW,0001603652,URGENT.LY INC
039439,BPYPM,0001857628,BROOKFIELD PROPERTY PREF LP
039439,BPYP.PA.,0001857628,BROOKFIELD PROPERTY PREF LP
039440,CINV.,,CI GLOBAL ALPHA INNOVATION E
039441,CMDO.,,CI ALTERNATIVE DIVRS OPP ETF
039442,SPIR,0001816017,SPIRE GLOBAL INC
039442,SPIR.WS,0001816017,SPIRE GLOBAL INC
039445,OXLCO,,OXFORD LANE CA CORP PFD 2029
039446,BULZ,,BANK OF MONTREAL ZC SP ETN
039447,BERZ,,BANK OF MONTREAL ZC SP ETN B
039448,LIDR,0001818644,AEYE INC
039448,LIDRW,0001818644,AEYE INC
039449,GJAN,,FT VEST U S EQ M B ETF JAN
039450,CCAIU,0001846968,CASCADIA ACQUISIT CORP -REDH
039450,CCAI,0001846968,CASCADIA ACQUISIT CORP -REDH
039450,CCAIW,0001846968,CASCADIA ACQUISIT CORP -REDH
039451,MEOAU,0001859310,MINORITY EQ OPP AC INC -REDH
039451,MEOA,0001859310,MINORITY EQ OPP AC INC -REDH
039451,MEOAW,0001859310,MINORITY EQ OPP AC INC -REDH
039452,ALSAU,0001865111,ALPHA STAR ACQUIS CORP -REDH
039452,ALSA,0001865111,ALPHA STAR ACQUIS CORP -REDH
039452,ALSAW,0001865111,ALPHA STAR ACQUIS CORP -REDH
039453,PRCT,0001588978,PROCEPT BIOROBTCS CORP
039454,BRKHU,0001871638,BURTECH ACQUISITN CORP -REDH
039454,BRKH,0001871638,BURTECH ACQUISITN CORP -REDH
039454,BRKHW,0001871638,BURTECH ACQUISITN CORP -REDH
039455,FHLTU,0001851182,FUTURE HEALTH ESG CORP
039455,FHLT,0001851182,FUTURE HEALTH ESG CORP
039455,FHLTW,0001851182,FUTURE HEALTH ESG CORP
039456,FEXDU,0001852407,FINTECH ECOSY DEV CORP -REDH
039456,FEXD,0001852407,FINTECH ECOSY DEV CORP -REDH
039456,FEXDW,0001852407,FINTECH ECOSY DEV CORP -REDH
039457,SRAD,0001836470,SPORTRADAR GROUP AG
039457,0776B,0001836470,SPORTRADAR GROUP AG
039458,WINVU,0001854463,WINVEST ACQUISITN CORP -REDH
039458,WINV,0001854463,WINVEST ACQUISITN CORP -REDH
039458,WINVW,0001854463,WINVEST ACQUISITN CORP -REDH
039459,JHMB,,JOHN HANCOCK MOR-BKD SEC ETF
039460,GAINZ,,GLADSTONE INVESTMENT CORP NT
039461,GMTNF,,GOLD MOUNTAIN MINING CORP
039461,GMTN.,,GOLD MOUNTAIN MINING CORP
039462,THKKF,,THINK RESEARCH CORPORATION
039462,THNK.,,THINK RESEARCH CORPORATION
039464,NLCP,0001854964,NEWLAKE CAPITAL PARTNERS INC
039465,FATPU,0001865045,FAT PROJECTS ACQ CORP -REDH
039465,FATP,0001865045,FAT PROJECTS ACQ CORP -REDH
039466,BRACU,0001865120,BROAD CAPITAL ACQ CORP -REDH
039466,BRAC,0001865120,BROAD CAPITAL ACQ CORP -REDH
039467,SBBCF,,SIMPLY BETTER BRANDS CORP
039467,SBBC.,,SIMPLY BETTER BRANDS CORP
039468,REVEU,0001853651,ALPINE ACQUISITIN CORP -REDH
039468,REVE,0001853651,ALPINE ACQUISITIN CORP -REDH
039468,REVEW,0001853651,ALPINE ACQUISITIN CORP -REDH
039469,ENERU,0001855555,ACCRETION ACQUISI CORP -REDH
039469,ENER,0001855555,ACCRETION ACQUISI CORP -REDH
039469,ENERW,0001855555,ACCRETION ACQUISI CORP -REDH
039471,OXUSU,0001852973,OXUS ACQUISITION CORP
039471,OXUS,0001852973,OXUS ACQUISITION CORP
039471,OXUSW,0001852973,OXUS ACQUISITION CORP
039472,XOS,0001819493,XOS INC
039472,XOSWW,0001819493,XOS INC
039474,DSAQ.U,0001871745,DIRECT SELLING ACQUISIT CORP
039474,DSAQ,0001871745,DIRECT SELLING ACQUISIT CORP
039474,DSAQW,0001871745,DIRECT SELLING ACQUISIT CORP
039475,OZ,0001807046,BELPOINTE PREP LLC
039476,DH,0001861795,DEFINITIVE HEALTH CORP
039477,TYRA,0001863127,TYRA BIOSCIENCES INC
039478,RNERU,0001854461,MOUNT RAINIER ACQ CORP -REDH
039478,RNER,0001854461,MOUNT RAINIER ACQ CORP -REDH
039478,RNERW,0001854461,MOUNT RAINIER ACQ CORP -REDH
039480,ASCAU,0001868775,A SPAC I ACQUISIN CORP -REDH
039480,ASCA,0001868775,A SPAC I ACQUISIN CORP -REDH
039480,ASCAW,0001868775,A SPAC I ACQUISIN CORP -REDH
039481,ONON,0001858985,ON HOLDING AG
039481,0628B,0001858985,ON HOLDING AG
039482,TWKS,0001866550,THOUGHTWORKS HOLDG INC
039482,8337B,0001866550,THOUGHTWORKS HOLDG INC
039482,8334B,0001866550,THOUGHTWORKS HOLDG INC
039483,BROS,0001866581,DUTCH BROS INC
039483,8368B,0001866581,DUTCH BROS INC
039487,FORG,0001543916,FORGEROCK INC
039487,0632B,0001543916,FORGEROCK INC
039488,PAFOU,0001928948,CARAVELLE INTERNATIONAL GRP
039488,CACO,0001928948,CARAVELLE INTERNATIONAL GRP
039489,IZM,0001854572,ICZOOM GROUP INC
039489,8431B,0001854572,ICZOOM GROUP INC
039490,AGILQ,0001790625,AGILETHOUGHT INC
039490,AGLWQ,0001790625,AGILETHOUGHT INC
039492,RSPY,,REVERSE SECTOR OPPS ETF
039493,ZECP,,ZACKS EARN CONS PORT ETF
039494,SFIO.2,,SMOKEFREE INNOTEC INC -OLD1
039499,FFND,,NORTHERN LTS FD TR II
039500,AKA,0001865107,A.K.A. BRAND HOLD CORP
039501,FLAG.U,0001855485,CALIDI BIOTHERAPEUTICS INC
039501,CLDI,0001855485,CALIDI BIOTHERAPEUTICS INC
039501,CLDI.WS,0001855485,CALIDI BIOTHERAPEUTICS INC
039502,WRBY,0001504776,WARBY PARKER INC
039502,0631B,0001504776,WARBY PARKER INC
039503,RKLB,0001819994,ROCKET LAB USA INC
039503,RKLBW,0001819994,ROCKET LAB USA INC
039504,ILGB.,,IA CLARINGTON LOOM GLB ETF
039505,SMRT,0001837014,SMARTRENT INC
039507,BYN.U,0001852633,PINSTRIPES HOLDING INC -REDH
039507,PNST,0001852633,PINSTRIPES HOLDING INC -REDH
039507,PNST.WS,0001852633,PINSTRIPES HOLDING INC -REDH
039508,DICE,0001645569,DICE THERAPEUTICS INC
039510,EFTR,0001828522,EFFECTOR THERAPEUTICS INC
039510,EFTRW,0001828522,EFFECTOR THERAPEUTICS INC
039511,SFIO,0001484703,STARFLEET INNOTECH INC
039512,MCAAU,0001856995,MOUNTAIN & CO I ACQ CP -REDH
039512,MCAA,0001856995,MOUNTAIN & CO I ACQ CP -REDH
039512,MCAAW,0001856995,MOUNTAIN & CO I ACQ CP -REDH
039513,KACLU,0001865468,KAIROUS ACQUI CORP LTD -REDH
039513,KACL,0001865468,KAIROUS ACQUI CORP LTD -REDH
039513,KACLW,0001865468,KAIROUS ACQUI CORP LTD -REDH
039514,SMIG,,AAM BAHL GAYN SML MID ETF
039515,QTR,,GLOBAL X NASDAQ 100 TAIL RIS
039516,QRMI,,GLOBAL X NASDAQ 100 RISK MAN
039517,QCLR,,GLOBAL X NASDAQ 100 COLLAR 9
039518,XTR,,GLOBAL X S&P 500 TAIL RISK E
039519,XRMI,,GLOBAL X RISK MANAGD INC ETF
039520,XCLR,,GLOBAL X S&P 500 CLR ETF
039524,TOST,0001650164,TOAST INC
039524,6146B,0001650164,TOAST INC
039525,HUMA,0001818382,HUMACYTE INC
039525,HUMAW,0001818382,HUMACYTE INC
039526,ESMT,0001863105,ENGAGESMART LLC
039527,AADI,0001422142,AADI BIOSCIENCE INC
039528,EDNCU,0001915403,SATIXFY COMMUNICATIONS LTD
039528,SATX,0001915403,SATIXFY COMMUNICATIONS LTD
039528,STXYF,0001915403,SATIXFY COMMUNICATIONS LTD
039529,BCSAU,0001873441,BLOCKCHAIN COI AC CP I -REDH
039529,BCSA,0001873441,BLOCKCHAIN COI AC CP I -REDH
039529,BCSAW,0001873441,BLOCKCHAIN COI AC CP I -REDH
039530,GDEV,0001848739,GDEV INC
039530,GDEVW,0001848739,GDEV INC
039533,VLTA,0001819584,VOLTA INC
039533,VLTA.WS,0001819584,VOLTA INC
039533,6184B,0001819584,VOLTA INC
039534,CZOO,0001859639,CAZOO GROUP LTD
039534,CZOOF,0001859639,CAZOO GROUP LTD
039535,IRNTQ,0001777946,IRONNET INC
039535,IRNWQ,0001777946,IRONNET INC
039536,MILL.,,MILLBANK MINING CORP
039537,WONDF,0001882839,WONDERFI TECHNOLOGIES INC
039537,WNDR.,0001882839,WONDERFI TECHNOLOGIES INC
039537,WNDR.B.,0001882839,WONDERFI TECHNOLOGIES INC
039537,WNDR.WA,0001882839,WONDERFI TECHNOLOGIES INC
039538,CIFR,0001819989,CIPHER MINING INC
039538,CIFRW,0001819989,CIPHER MINING INC
039539,FRSH,0001544522,FRESHWORKS INC
039539,7998B,0001544522,FRESHWORKS INC
039540,STER,0001645070,STERLING CHECK CORP
039541,TKLF,0001836242,YOSHITSU CO LTD -ADR
039542,SOVO,0001856608,SOVOS BRANDS INC
039544,OLPX,0001868726,OLAPLEX HOLDINGS INC
039546,BIRD,0001653909,ALLBIRDS INC
039546,6255B,0001653909,ALLBIRDS INC
039547,RELY,0001782170,REMITLY GLOBAL INC
039548,OST,0001803407,OSTIN TECHNOLOGY GROU CO LTD
039549,ABTC.,,ACCELERATE CARB NGVE BTC ETF
039550,CLBT,0001854587,CELLEBRITE DI LTD
039550,CLBTW,0001854587,CELLEBRITE DI LTD
039551,CIEM.,,CI EMERGING MRKTS ALPHA ETF
039551,CIEM.U.,,CI EMERGING MRKTS ALPHA ETF
039552,HCTI,0001839285,HEALTHCARE TRIANGL INC
039553,GNS,0001847806,GENIUS GROUP LTD
039554,CWAN,0001866368,CLEARWATER ANA HOL INC
039554,7255B,0001866368,CLEARWATER ANA HOL INC
039555,AMPL,0001866692,AMPLITUDE INC
039555,6700B,0001866692,AMPLITUDE INC
039556,BRLT,0001866757,BRILLIANT EARTH GP INC
039557,SOPA,0001817511,SOCIETY PASS INC
039559,MHUA,0001835615,MEIHUA INTERNATIO M T CO LTD
039561,JXN,0001822993,JACKSON FINANCIAL INC
039561,0626B,0001822993,JACKSON FINANCIAL INC
039561,JXN.PA,0001822993,JACKSON FINANCIAL INC
039562,GAMGF,0001178526,GAMELANCER MEDIA CORP
039562,VRTS.,0001178526,GAMELANCER MEDIA CORP
039563,HLTH,0001628945,CUE HEALTH INC
039564,GREE,0001844971,GREENIDGE GENERATIN HOLD INC
039566,GIACU,0001927719,FREIGHTOS LTD
039566,CRGO,0001927719,FREIGHTOS LTD
039566,CRGOW,0001927719,FREIGHTOS LTD
039567,WDI,0001819559,WESTERN ASSET DIVERSD INCM
039568,HRED.,,BETAPRO EQL WHT CAN REIT ETF
039569,HREU.,,BETAPRO EQL WHT BLL REIT ETF
039570,OPAD,0001825024,OFFERPAD SOLUTIONS INC
039570,OPADW,0001825024,OFFERPAD SOLUTIONS INC
039570,7723B,0001825024,OFFERPAD SOLUTIONS INC
039571,BVH,0000315858,BLUEGREEN VACATIONS HOL CORP
039571,BVHBB,0000315858,BLUEGREEN VACATIONS HOL CORP
039573,AEHAU,0001869974,OCEAN BIOMEDICAL INC
039573,OCEA,0001869974,OCEAN BIOMEDICAL INC
039573,OCEAW,0001869974,OCEAN BIOMEDICAL INC
039574,BHACU,0001851612,FOCUS IMPAC BH3 ACQ CO -REDH
039574,BHAC,0001851612,FOCUS IMPAC BH3 ACQ CO -REDH
039574,BHACW,0001851612,FOCUS IMPAC BH3 ACQ CO -REDH
039575,CYN,0001874097,CYNGN INC
039576,EMCGU,0001869601,EMBRACE CHANGE ACQ COR -REDH
039576,EMCG,0001869601,EMBRACE CHANGE ACQ COR -REDH
039576,EMCGW,0001869601,EMBRACE CHANGE ACQ COR -REDH
039577,RCOR,0001799850,RENOVACOR INC
039577,RCOR.WS,0001799850,RENOVACOR INC
039578,RDW,0001819810,REDWIRE CORP
039578,RDW.WS,0001819810,REDWIRE CORP
039581,INTEU,0001850262,INTEGRAL ACQUI CORP 1 -REDH
039581,INTE,0001850262,INTEGRAL ACQUI CORP 1 -REDH
039581,INTEW,0001850262,INTEGRAL ACQUI CORP 1 -REDH
039582,MLAIU,0001851625,MCLAREN TECHN ACQ CORP -REDH
039582,MLAI,0001851625,MCLAREN TECHN ACQ CORP -REDH
039582,MLAIW,0001851625,MCLAREN TECHN ACQ CORP -REDH
039584,HPLTU,0001863181,HOME PLATE ACQUIS CORP -REDH
039584,HPLT,0001863181,HOME PLATE ACQUIS CORP -REDH
039584,HPLTW,0001863181,HOME PLATE ACQUIS CORP -REDH
039585,AOGOU,0001881741,AROGO CAPITAL ACQ CORP -REDH
039585,AOGO,0001881741,AROGO CAPITAL ACQ CORP -REDH
039585,AOGOW,0001881741,AROGO CAPITAL ACQ CORP -REDH
039586,LIBYU,0001880151,LIBERTY RESOU ACQ CORP -REDH
039586,LIBY,0001880151,LIBERTY RESOU ACQ CORP -REDH
039586,LIBYW,0001880151,LIBERTY RESOU ACQ CORP -REDH
039589,ARQQ,0001859690,ARQIT QUANTUM INC
039589,ARQQW,0001859690,ARQIT QUANTUM INC
039591,MHUBF,0001869137,MINEHUB TECHNOLOGIES INC
039591,MHUB.,0001869137,MINEHUB TECHNOLOGIES INC
039592,BEAT,0001779372,HEARTBEAM INC
039592,BEATW,0001779372,HEARTBEAM INC
039593,GOGR.UN,,OSISKO GREEN ACQUISITION LTD
039593,GOGR.,,OSISKO GREEN ACQUISITION LTD
039593,GOGR.WT,,OSISKO GREEN ACQUISITION LTD
039595,FWRG,0001789940,FIRST WATCH RESTAURA GRO INC
039596,TDCX,0001803112,TDCX INC -ADS
039596,8688B,0001803112,TDCX INC -ADS
039598,MRAI,0001844392,MARPAI INC
039599,MTRYU,0001860663,MONTEREY INNO ACQ CORP -REDH
039599,MTRY,0001860663,MONTEREY INNO ACQ CORP -REDH
039599,MTRYW,0001860663,MONTEREY INNO ACQ CORP -REDH
039601,WNDY,,GLOBAL X WIND ENERGY ETF
039602,RAYS,,GLOBAL X SOLAR ETF
039603,JRNY,,ALPS GLOBAL TRAVEL BENEF ETF
039604,JIB,,JANUS HENDERSON SUS & IM ETF
039605,SXUS,,JANUS HENDERSON IN SU EQ ETF
039606,JZRO,,JANUS HENDERSON NET ZERO ETF
039607,SSPX,,JANUS HENDERSON US SU EQ ETF
039608,SCRD,,JANUS HENDERSON SUS CORP ETF
039609,SAVN,,LIFEGOAL GENERAL CON INV ETF
039610,WLTH,,LIFEGOAL WEALTH BUILDER ETF
039611,SUNY,,LIFEGOAL VACATION INVEST ETF
039612,HOM,,LIFEGOAL HOMEOWNER INVES ETF
039613,CHLD,,LIFEGOAL CHILDREN INVEST ETF
039614,MINO,,PIMCO MUNICPL ICM OPP AC ETF
039617,IGTAU,0001866838,INCEPTION GROWT AQ LTD -REDH
039617,IGTA,0001866838,INCEPTION GROWT AQ LTD -REDH
039617,IGTAW,0001866838,INCEPTION GROWT AQ LTD -REDH
039618,TIVC,0001787740,TIVIC HEALTH SYSTEMS INC
039619,GATEU,0001838513,MARBLEGATE ACQUIS CORP -REDH
039619,GATE,0001838513,MARBLEGATE ACQUIS CORP -REDH
039619,GATEW,0001838513,MARBLEGATE ACQUIS CORP -REDH
039620,CING,0001862150,CINGULATE INC
039620,CINGW,0001862150,CINGULATE INC
039621,BKSY,0001753539,BLACKSKY TECHNOLOGY INC
039621,BKSY.WS,0001753539,BLACKSKY TECHNOLOGY INC
039622,CFSB,0001879103,CFSB BANCORP INC
039623,THACU,0001863685,THRIVE ACQUISITION COR -REDH
039623,THAC,0001863685,THRIVE ACQUISITION COR -REDH
039623,THACW,0001863685,THRIVE ACQUISITION COR -REDH
039624,TMC,0001798562,TMC THE METALS CO INC
039624,TMCWW,0001798562,TMC THE METALS CO INC
039625,SMI,,VANECK HIP SUSTAIN MUNI ETF
039626,TOP,0001848275,TOP FINANCIAL GROUP LTD
039627,FGI,0001864943,FGI INDUSTRIES LTD
039627,FGIWW,0001864943,FGI INDUSTRIES LTD
039628,DFIV,,DIMENSIONAL INTERN VALUE ETF
039629,DFAX,,DIMENSIONAL WORLD EX US ETF
039630,CLRD,0000895665,CLEARDAY INC
039631,ENCPU,0001879373,ENERGEM CORP -REDH
039631,ENCP,0001879373,ENERGEM CORP -REDH
039631,ENCPW,0001879373,ENERGEM CORP -REDH
039632,VLCN,0001829794,VOLCON INC
039633,CNTX,0001842952,CONTEXT THERAPEUTICS INC
039634,BMAC.U,0001848020,BLACK MOUNTAIN AC CORP -REDH
039634,BMAC,0001848020,BLACK MOUNTAIN AC CORP -REDH
039634,BMAC.WS,0001848020,BLACK MOUNTAIN AC CORP -REDH
039636,EXAI,0001865408,EXSCIENTIA PLC
039637,ALPSQ,0001882607,ALPINE SUMMIT ENGY PTNRS INC
039637,ALPS.U.,0001882607,ALPINE SUMMIT ENGY PTNRS INC
039637,6722B,0001882607,ALPINE SUMMIT ENGY PTNRS INC
039637,8561B,0001882607,ALPINE SUMMIT ENGY PTNRS INC
039638,BACA.U,0001869673,BERENSON ACQUISITION CORP I
039638,BACA,0001869673,BERENSON ACQUISITION CORP I
039638,BACAW,0001869673,BERENSON ACQUISITION CORP I
039639,MEKA,0001870258,MELI KASZEK PIONEER CORP
039641,NSTS,0001881592,NSTS BANCORP INC
039642,INKT,0001840229,MINK THERAPEUTICS INC
039643,USVT,,US VALUE ETF
039644,CYA,,SIMPLIFY TAIL RISK STRTG ETF
039646,CDAQU,0001851909,COMPASS DIGITAL AC CRP -REDH
039646,CDAQ,0001851909,COMPASS DIGITAL AC CRP -REDH
039646,CDAQW,0001851909,COMPASS DIGITAL AC CRP -REDH
039647,DMAQU,0001857086,DEEP MEDICINE ACQ CORP -REDH
039647,DMAQ,0001857086,DEEP MEDICINE ACQ CORP -REDH
039648,LTH,0001869198,LIFE TIME GRP HOLD INC
039649,PBAXU,0001870404,PHOENIX BIOTEH ACQ CRP -REDH
039649,PBAX,0001870404,PHOENIX BIOTEH ACQ CRP -REDH
039649,PBAXW,0001870404,PHOENIX BIOTEH ACQ CRP -REDH
039651,SLVM,0001856485,SYLVAMO CORP
039652,HCOM,,HARTFORD SCHRODERS CM ST ETF
039653,BSCV,,INVESCO BULLETSHARS 2031 ETF
039654,BSMV,,INVESCO BULLETSHRES 2031 ETF
039655,BSJT,,INVESCO BULLETSHARS 2029 ETF
039656,LILM,0001855756,LILIUM N V
039656,LILMW,0001855756,LILIUM N V
039657,ARCKU,0001855886,ARBOR RAPHA CP BHDNG I -REDH
039657,ARCK,0001855886,ARBOR RAPHA CP BHDNG I -REDH
039657,ARCKW,0001855886,ARBOR RAPHA CP BHDNG I -REDH
039659,ROSEU,0001870129,ROSE HILL ACQUISI CORP -REDH
039659,ROSE,0001870129,ROSE HILL ACQUISI CORP -REDH
039659,ROSEW,0001870129,ROSE HILL ACQUISI CORP -REDH
039660,FCLIF,,FULL CIRCLE LITHIUM CORP
039660,FCLI.,,FULL CIRCLE LITHIUM CORP
039661,EXOD,0001821534,EXODUS MOVEMENT INC
039662,ICR.PA,0001690012,INPOINT COMMERC REAL EST INC
039663,MDV.PA,0001645873,MODIV INDUSTRIAL INC
039663,MDV,0001645873,MODIV INDUSTRIAL INC
039664,IXAQU,0001852019,IX ACQUISITION CORP -REDH
039664,IXAQ,0001852019,IX ACQUISITION CORP -REDH
039664,IXAQW,0001852019,IX ACQUISITION CORP -REDH
039665,THRX,0001745020,THESEUS PHARMACEUTICALS INC
039666,PSIL,,ADVISORSHARES PSYCHEDLCS ETF
039667,SIFI,,HARBOR SCIENTIFIC ALPHA ETF
039668,CEMI.,,CIBC EMERGING MARKETS EQ ETF
039669,CGBI.,,CIBC GLOBAL BOND EX-CAN ETF
039670,GTEK,,GOLDMAN SACHS FUTURE TCH ETF
039675,VCUFF,0001884122,VIZSLA COPPER CORP
039675,VCU.,0001884122,VIZSLA COPPER CORP
039676,IHS,0001876183,IHS HOLDING LIMITED
039677,IMMX,0001873835,IMMIX BIOPHARMA INC
039678,TRPTF,,TRIBE PROPERTY TECH INC
039678,TRBE.,,TRIBE PROPERTY TECH INC
039680,DNA,0001830214,GINKGO BIOWORKS HOLDINGS INC
039680,DNA.WS,0001830214,GINKGO BIOWORKS HOLDINGS INC
039680,6325B,0001830214,GINKGO BIOWORKS HOLDINGS INC
039680,7763B,0001830214,GINKGO BIOWORKS HOLDINGS INC
039683,PYXS,0001782223,PYXIS ONCOLOGY INC
039684,ENFN,0001868912,ENFUSION INC
039685,AVDX,0001858257,AVIDXCHANGE HOLDINGS INC
039687,GTLB,0001653482,GITLAB INC
039687,6127B,0001653482,GITLAB INC
039688,XJUL,,FT VT US EQ EN & MD B ETF JU
039689,EVNT,,ALTSHARES EVENT-DRIVEN ETF
039690,QSPT,,FT VEST NDQ-100 BFR ETF SEPT
039691,YSEP,,FT VEST INT EQ BUFR ETF SEPT
039693,JMACU,0001944885,APOLLOMICS INC
039693,APLM,0001944885,APOLLOMICS INC
039693,APLMW,0001944885,APOLLOMICS INC
039693,8532B,0001944885,APOLLOMICS INC
039694,SBND,,COLUMBIA SHORT DURTN BND ETF
039695,CRPT,,FIRST TRUST SKYBRIDG CRP ETF
039696,RWWDD,,BLENDER BITES LTD
039697,SPC,,CROSSINGBRIDGE PRME SPAC ETF
039698,HAEB.,,HORIZONS ACT ESG CORP BD ETF
039699,DSCF,,DISCIPLINE FUND ETF
039700,BSEA,,ETFMG BREAKWAVE SEA DECA ETF
039701,FEIG,,FLEXSHARES INV GRD CORP FUND
039702,FEHY,,FLEXSHARES HI YILD CORP FUND
039703,NRDY,0001819404,NERDY INC
039703,NRDY.WS,0001819404,NERDY INC
039704,FEUS,,FLEXSHARES US LARGE CAP FUND
039705,FEDM,,FLEXSHARES DEV MK EX-US FUND
039706,BNDD,,QUADRATIC DEFLATION ETF
039707,APXH,,APEX HEALTHCARE ETF
039712,RBOT,0001812173,VICARIOUS SURGICAL INC
039712,RBOT.WS,0001812173,VICARIOUS SURGICAL INC
039712,6154B,0001812173,VICARIOUS SURGICAL INC
039713,BIDS,,AMPLIFY DIGI & ONLI TRAD ETF
039714,RIET,,HOYA CAPITAL HIGH DIV YI ETF
039715,HSUN,,HARTFORD SUSTAINABLE INC ETF
039716,AVLV,,AVANTIS US LRG CAP VALUE ETF
039717,DOZR,,DIREXION DAILY US INF SHARES
039718,BCIM,,ABRDN BLOOMBERG INDUSTRL ETF
039720,AVHIU,0001844507,ACHARI VENTURES HOLD I -REDH
039720,AVHI,0001844507,ACHARI VENTURES HOLD I -REDH
039720,AVHIW,0001844507,ACHARI VENTURES HOLD I -REDH
039721,CNGLU,0001867443,CANNA-GLOBAL ACQU CORP -REDH
039721,CNGL,0001867443,CANNA-GLOBAL ACQU CORP -REDH
039721,CNGLW,0001867443,CANNA-GLOBAL ACQU CORP -REDH
039722,SANBU,0001856689,SANABY HEALTH ACQ CORP -REDH
039722,SANB,0001856689,SANABY HEALTH ACQ CORP -REDH
039722,SANBW,0001856689,SANABY HEALTH ACQ CORP -REDH
039724,ARBE,0001861841,ARBE ROBOTICS LTD
039724,ARBEW,0001861841,ARBE ROBOTICS LTD
039726,ARIS,0001865187,ARIS WATER SOLUTIN INC
039728,LUCD,0001799011,LUCID DIAGNOSTICS INC
039733,ZJYL,0001837821,JIN MEDICAL INTRNATIONAL LTD
039734,FNA,0001531978,PARAGON 28 INC
039735,BMAQU,0001867757,BLOCKCHAIN MOON AQ CRP -REDH
039735,BMAQ,0001867757,BLOCKCHAIN MOON AQ CRP -REDH
039735,BMAQW,0001867757,BLOCKCHAIN MOON AQ CRP -REDH
039736,VSACU,0001883983,VISION SENSING ACQ CRP -REDH
039736,VSAC,0001883983,VISION SENSING ACQ CRP -REDH
039736,VSACW,0001883983,VISION SENSING ACQ CRP -REDH
039737,HORIU,0001865533,EMERGING MARKETS HR CP -REDH
039737,HORI,0001865533,EMERGING MARKETS HR CP -REDH
039737,HORIW,0001865533,EMERGING MARKETS HR CP -REDH
039738,STRC,0001826681,SARCOS TECHN & ROBOTICS CORP
039738,STRCW,0001826681,SARCOS TECHN & ROBOTICS CORP
039739,ENTFU,0001870925,ENTERPRISE 4.0 TECH AQ -REDH
039739,ENTF,0001870925,ENTERPRISE 4.0 TECH AQ -REDH
039739,ENTFW,0001870925,ENTERPRISE 4.0 TECH AQ -REDH
039740,JSPR,0001788028,JASPER THERAPEUTICS INC
039740,JSPRW,0001788028,JASPER THERAPEUTICS INC
039741,BUDX,,CANNABIS GROWTH ETF
039742,FEDL,,ETRACS 2X LEVERAGED IFED ETN
039743,ESUS,,ETRACS 2X LEVERAGED MSCI ETN
039744,IFED,,ETRACS IFED INVEST WITH ETN
039745,SIHY,,HARBOR SCIENTIFIC ALP HG ETF
039746,WWACU,0001853044,AERIES TECHNOLOGY INC  -REDH
039746,AERT,0001853044,AERIES TECHNOLOGY INC  -REDH
039746,AERTW,0001853044,AERIES TECHNOLOGY INC  -REDH
039747,BIPH,,BROOKFIELD INFRA FIN ULC NT
039748,ESACU,0001865506,ESGEN ACQUISITION CORP -REDH
